Wall time,Step,Value
1690452221.7929523,0,5.133352756500244
1690452227.894888,1,4.451045513153076
1690452233.8945968,2,4.2663164138793945
1690452239.95634,3,4.157718181610107
1690452245.8898623,4,4.094213008880615
1690452251.6415596,5,4.053231239318848
1690452257.4095488,6,4.023640155792236
1690452263.1542296,7,3.997415542602539
1690452269.033148,8,3.9750075340270996
1690452274.6888716,9,3.956005811691284
1690452280.7620385,10,3.9376776218414307
1690452286.857198,11,3.9212698936462402
1690452292.9241323,12,3.908447265625
1690452298.8851354,13,3.8978066444396973
1690452304.6958883,14,3.8846795558929443
1690452310.7416372,15,3.8766016960144043
1690452316.8602576,16,3.8674139976501465
1690452323.0358605,17,3.8604912757873535
1690452329.1048896,18,3.8526108264923096
1690452334.9845028,19,3.8442187309265137
1690452340.9564154,20,3.838735818862915
1690452347.1940255,21,3.8310437202453613
1690452353.2171478,22,3.8253579139709473
1690452359.2468903,23,3.8177146911621094
1690452365.4121866,24,3.8147425651550293
1690452371.4977286,25,3.807849407196045
1690452377.342471,26,3.803347110748291
1690452383.3632627,27,3.801636219024658
1690452389.3350382,28,3.795668363571167
1690452395.174265,29,3.7920022010803223
1690452401.228826,30,3.7866954803466797
1690452407.3105357,31,3.7822515964508057
1690452413.188603,32,3.777876615524292
1690452419.269671,33,3.7753589153289795
1690452425.2938337,34,3.7706568241119385
1690452431.2285085,35,3.7663822174072266
1690452437.2312195,36,3.763113021850586
1690452443.0858402,37,3.7582457065582275
1690452448.9014487,38,3.756568193435669
1690452454.9295387,39,3.7526042461395264
1690452460.8789623,40,3.751616954803467
1690452466.8043735,41,3.7454380989074707
1690452472.846701,42,3.743466377258301
1690452478.794267,43,3.739488363265991
1690452484.7193613,44,3.7381348609924316
1690452490.591388,45,3.7360053062438965
1690452496.5496469,46,3.730729579925537
1690452502.436205,47,3.7309372425079346
1690452508.3471577,48,3.727170944213867
1690452514.3653295,49,3.723768711090088
1690452520.4915323,50,3.7234890460968018
1690452526.5025744,51,3.7197108268737793
1690452532.3773901,52,3.7173664569854736
1690452538.2794762,53,3.7139010429382324
1690452544.0961769,54,3.7131879329681396
1690452549.9050565,55,3.709759473800659
1690452555.8908684,56,3.7076306343078613
1690452561.9032536,57,3.7064788341522217
1690452567.7690234,58,3.702294111251831
1690452573.8888335,59,3.7005696296691895
1690452579.802,60,3.700392961502075
1690452585.7680538,61,3.69621205329895
1690452591.6526937,62,3.6950807571411133
1690452597.7125745,63,3.692697286605835
1690452603.567125,64,3.691967248916626
1690452609.580558,65,3.688871145248413
1690452615.6235945,66,3.686943292617798
1690452621.5870802,67,3.687732219696045
1690452627.5706444,68,3.68422269821167
1690452633.544978,69,3.680666446685791
1690452639.5543606,70,3.6799044609069824
1690452645.5730066,71,3.678192615509033
1690452651.3943894,72,3.6760268211364746
1690452657.385252,73,3.6737911701202393
1690452663.224767,74,3.6727333068847656
1690452669.2262552,75,3.6722614765167236
1690452675.2132504,76,3.668686866760254
1690452681.393663,77,3.6676416397094727
1690452687.49488,78,3.6667888164520264
1690452693.3992145,79,3.6650192737579346
1690452699.4679396,80,3.664950132369995
1690452705.7139132,81,3.661799430847168
1690452711.7772722,82,3.661050796508789
1690452717.617851,83,3.6598892211914062
1690452723.606373,84,3.657844305038452
1690452729.8209987,85,3.6573426723480225
1690452735.913949,86,3.6553518772125244
1690452741.960001,87,3.653700828552246
1690452747.8244898,88,3.653425455093384
1690452753.5836532,89,3.6503562927246094
1690452759.6224687,90,3.6475839614868164
1690452765.7416108,91,3.6481943130493164
1690452771.5006962,92,3.6467907428741455
1690452777.1100037,93,3.6446373462677
1690452782.0662203,94,3.6446149349212646
1690452787.3209996,95,3.6441681385040283
1690452793.2050014,96,3.6409645080566406
1690452799.223042,97,3.6411006450653076
1690452805.029146,98,3.6386773586273193
1690452810.9772012,99,3.639023542404175
1690452817.0508125,100,3.636667013168335
1690452823.2160673,101,3.635000467300415
1690452829.2262971,102,3.6340255737304688
1690452835.2603922,103,3.632172107696533
1690452841.1841297,104,3.632458209991455
1690452847.2781844,105,3.6315653324127197
1690452853.2379255,106,3.630650281906128
1690452859.3600311,107,3.629976749420166
1690452865.1301148,108,3.6293694972991943
1690452871.0603096,109,3.6272897720336914
1690452876.8443992,110,3.6266801357269287
1690452882.9389718,111,3.624239683151245
1690452888.8700414,112,3.622370719909668
1690452894.8806202,113,3.624854803085327
1690452900.7241654,114,3.6205804347991943
1690452906.7266617,115,3.618889808654785
1690452912.658627,116,3.6191325187683105
1690452918.6422708,117,3.6198537349700928
1690452924.537205,118,3.6166419982910156
1690452930.8205788,119,3.6156299114227295
1690452936.870923,120,3.616933822631836
1690452942.934537,121,3.6146039962768555
1690452948.7645767,122,3.6125640869140625
1690452954.7764714,123,3.6133337020874023
1690452960.5353744,124,3.609588384628296
1690452966.3949435,125,3.6109721660614014
1690452972.2000177,126,3.6093103885650635
1690452977.7715807,127,3.6099672317504883
1690452983.5473194,128,3.607503652572632
1690452989.5086825,129,3.606865406036377
1690452995.4464045,130,3.6072475910186768
1690453001.3705306,131,3.60526704788208
1690453007.379303,132,3.6049904823303223
1690453013.2419379,133,3.604835033416748
1690453019.159358,134,3.6030824184417725
1690453025.1458073,135,3.602525234222412
1690453031.1964402,136,3.6014509201049805
1690453037.0306413,137,3.599172592163086
1690453043.0120206,138,3.5999512672424316
1690453048.9029267,139,3.5998318195343018
1690453055.0286772,140,3.599003553390503
1690453061.0770106,141,3.595114231109619
1690453066.8589463,142,3.595466136932373
1690453072.6607413,143,3.594858407974243
1690453078.738347,144,3.5945005416870117
1690453084.988314,145,3.593512535095215
1690453090.8078055,146,3.5940980911254883
1690453097.1945512,147,3.592881679534912
1690453103.112588,148,3.590866804122925
1690453109.3751786,149,3.5907342433929443
1690453115.5715144,150,3.590433359146118
1690453121.3546176,151,3.5889203548431396
1690453127.6184232,152,3.5903985500335693
1690453133.5956557,153,3.5869812965393066
1690453139.536134,154,3.585937023162842
1690453145.4105349,155,3.5870370864868164
1690453150.9205947,156,3.584538459777832
1690453156.9462864,157,3.5857887268066406
1690453162.6700423,158,3.582751512527466
1690453168.6010432,159,3.5825603008270264
1690453174.488487,160,3.5825464725494385
1690453180.4522347,161,3.579983711242676
1690453186.398827,162,3.5798585414886475
1690453192.2530367,163,3.5819854736328125
1690453197.8895185,164,3.577439069747925
1690453203.8529265,165,3.5803580284118652
1690453209.8654728,166,3.579286813735962
1690453215.8925266,167,3.5772745609283447
1690453221.8759031,168,3.5774741172790527
1690453227.8242266,169,3.576463222503662
1690453233.6161103,170,3.57421612739563
1690453239.3469815,171,3.575199842453003
1690453245.3914013,172,3.573908567428589
1690453251.3150706,173,3.575228214263916
1690453257.2333846,174,3.5737791061401367
1690453263.1204562,175,3.5722808837890625
1690453268.9177508,176,3.572409152984619
1690453274.8899622,177,3.5725255012512207
1690453280.9119656,178,3.5699329376220703
1690453286.5367315,179,3.570279598236084
1690453292.3139286,180,3.5683703422546387
1690453298.1223395,181,3.5702991485595703
1690453304.057304,182,3.569340229034424
1690453309.8783417,183,3.566282272338867
1690453315.8165855,184,3.5663366317749023
1690453321.663114,185,3.565540075302124
1690453327.3866825,186,3.5668301582336426
1690453333.3835828,187,3.564861536026001
1690453339.4336603,188,3.5653510093688965
1690453345.435483,189,3.564230442047119
1690453351.4989674,190,3.562960624694824
1690453357.4137979,191,3.562037229537964
1690453363.3926656,192,3.5633842945098877
1690453369.281455,193,3.560959577560425
1690453375.235634,194,3.5609376430511475
1690453381.2709315,195,3.5621261596679688
1690453387.1034174,196,3.5622541904449463
1690453392.9659503,197,3.561584711074829
1690453398.8283315,198,3.559396982192993
1690453404.8291368,199,3.559356451034546
1690453411.067686,200,3.557831048965454
1690453416.961205,201,3.5580248832702637
1690453422.838284,202,3.5574710369110107
1690453428.7666252,203,3.558830976486206
1690453434.6567793,204,3.5551345348358154
1690453440.6595263,205,3.5558736324310303
1690453446.7659752,206,3.5542068481445312
1690453452.6384778,207,3.554727077484131
1690453458.419824,208,3.5544545650482178
1690453463.995692,209,3.5543134212493896
1690453470.0458052,210,3.552765369415283
